,,,,,Etapes Cycle de Vie,N/A,Acquisition,Conception,Réalisation,Déploiement,Administration,Utilisation,Maintenance,Fin de Vie,Revalorisation,,,,,,,,,,,,,,,,
BACKEND,BCK-2.C01,B,B,B,"Utiliser les composants techniques qui améliorent les aspects NR, sécurité et performance",Est-ce que le serveur web utilisé est asynchrone et multi-thread ?,Les architectures physiques des serveurs disposent de mécanismes permettant d'optimiser les gestions de threads. Les logiciels doivent être en mesures d'exploiter ces fonctionnalités pour optimiser l'utilisation des ressources physiques pour limiter les besoins de sur-dimensionnement des équipements pour traiter la charge opérationnelle des services.,Déploiement,Quel serveur http est utilisé ?,,,GreenIT 97 99,,CONSEIL,N/A,,,,,,,,,,,,,Y,#SCRIPT,*,Outils supervision
BACKEND,BCK-2.C02,B,B,B,"Utiliser les composants techniques qui améliorent les aspects NR, sécurité et performance",Est-ce que l'on a évalué l'arbre de dépendance des composants intégrés ?,Bien souvent les composants issus de bibliothèques publiques (open source ou commerciales) apportent un ensemble de fonctionnalités qui ne sont que rarement toutes utilisées et drainent des dépendances vis-à-vis d'autres composants avec les mêmes caractéristiques. Au final le projet agrège un volume de bibliothèques important alors qu'une petite partie est réellement utilisée. Privilégier les composants dont les dépendances et fonctionnalités sont pilotables par rapport aux besoins est efficace du point de vue NR.,Déploiement,Le graphe de dépendance est-il généré ?,La possibilité de limiter les dépendances fait-elle partie des critères de sélection des solutions techniques ?,,,,CONSEIL,N/A,,,,,,,,,,,,,Y,#SCRIPT,*,Outils contrôle de dépendances
BACKEND,BCK-2.C03,B,B,B,"Utiliser les composants techniques qui améliorent les aspects NR, sécurité et performance",Est-ce que l'on peut réduire les dépendances avec un composant alternatif ?,"Les arbres de dépendance donnent la cartographie des composants et leurs relations. Un arbre de dépendance le plus réduit possible est efficace car il réduit les volumes de code, mais cela ne présume pas que chaque branche de cet arbre de dépendance est justifiée par une utilisation effective.",Acquisition,Le graphe de dépendance est-il disponible pour chaque composant ?,,,,,CONSEIL,N/A,,,,,,,,,,,,,,,,
BACKEND,BCK-2.C04,B,B,B,"Utiliser les composants techniques qui améliorent les aspects NR, sécurité et performance",Est-ce que l'utilisateur est informé d'un traitement en cours en arrière-plan ?,"Certains traitements sont invisibles du point de vue utilisateur, mais peuvent produire des délais de réponse incompris et inciter l'utilisateur à renouveler ses opérations. La multiplication des demandes de traitements inutiles dégradent les performances NR.",Utilisation,La liste des traitements qui ne nécessitent pas un résultat immédiat est-elle établie ?,,,,,CONSEIL,N/A,,,,,,,,,,,,,,,,
BACKEND,BCK-2.C05,B,B,B,"Utiliser les composants techniques qui améliorent les aspects NR, sécurité et performance",Est-ce que l'intégration d'un traitement asynchrone a été évaluée ?,Le traitement différé d'opérations permet de diluer sur une période de temps plus longue les demandes de charges sur les systèmes. ,Réalisation,L'impact de délai est-il évalué ?,,,,,CONSEIL,N/A,,,,,,,,,,,,,,,,
BACKEND,BCK-2.01,A,B,A,"Utiliser les composants techniques qui améliorent les aspects NR, sécurité et performance",Est-ce que les ressources inutilisées sont bien libérées au plus vite ?,Les techniques de développement affranchissent les développeurs de l'allocation et la libération explicite des ressources utilisées. Néanmoins le volume des ressources est conditionné par la portée des informations et l'utilisation généralisée de données à portée globale va entraîner une surcharge de consommation qui peut conduire à un sur-dimensionnement des équipements alors qu'une utilisation plus rationnelle permettrait de s'en dispenser.,Fin de Vie,Les données locales sont-elles libérées dès qu'elles ne sont plus utiles ?,,,,,RECO,***,,,#PERF ; #SEC ; #VOL ; #USE ; #METH ;,Dev ; ProjectMngr ; ITMngr ;,(X / Y ) * 100,Formalisés = 100 ; prévus = 75 ; Identifiés = 50 ; Non = 0,100,Low,OnUpdate,L'analyse des codes source valide la libération des ressources,,,,,,
BACKEND,BCK-2.C06,B,C,B,"Utiliser les composants techniques qui améliorent les aspects NR, sécurité et performance",Est-ce qu'une VM est indispensable par rapport à une solution container ?,Les techniques de virtualisation par Machines Virtuelles dupliquent l'intégralité des systèmes d'exploitation et cloisonnent les accès aux composants physiques. D'autres techniques à base de containers sont plus économiques en terme de duplication et leur proximité avec les composants physiques permettent une meilleure utilisation et supervision de ces ressources.,Déploiement,L'impact NR est-il évalué pour chaque solution ?,,,,,CONSEIL,N/A,,,,,,,,,,,,,,,,
BACKEND,BCK-2.02,B,C,B,"Utiliser les composants techniques qui améliorent les aspects NR, sécurité et performance",La disponibilité du service nécessite-t-elle une redondance ?,"La redondance permet de garantir un niveau de service élevé. Cette solution nécessite beaucoup de duplications des équipements physiques, des réseaux, des stockages. Cette tolérance aux pannes est parfois justifiée par les fonctionnalités du service, et parfois va au-delà des exigences. L'adaptation du niveau de service et du besoin du service permet de réduire l'impact environnemental.",Déploiement,Le SLA est-il défini ?,,,,,RECO,**,,,#PERF ; #SEC ; #VOL ; #USE ; #FIN,Dev ; ProjectMngr ; ITMngr ;,(X / Y ) * 100,Formalisés = 100 ; prévus = 75 ; Identifiés = 50 ; Non = 0,100,High,OnUpdate,Analyse de risques,,,,,,
BACKEND,BCK-2.03,A,B,B,"Utiliser les composants techniques qui améliorent les aspects NR, sécurité et performance",Les interactions entre les composants bénéficient-ils de systèmes de cache ?,"La réduction des volumes d'échanges, des opérations de calculs, traitements, et accès aux données est un axe d'optimisation des consommations de ressources. La mise en place de systèmes de cache permet de réduire les coûts des opérations répétitives. Les mécanismes de cache peuvent être déployés à différents points de passage dans un service. Plus le cache est proche du demandeur qu'il doit servir, plus le volume de données en transit et la longueur du chemin emprunté par les données sont faibles. Plus le cache est proche de la source de données, plus il peut être mutualisé par un nombre important d'utilisateurs mais les données seront tout de même échangées, seules les opérations de traitements et collectes seront réduites.",Déploiement,Quel système de cache est associé aux interactions entre composants ?,,,,,RECO,**,,,#PERF ; #VOL ; #SEC ; #USE ;,Dev ; ProjectMngr ; ITMngr ;,(X / Y ) * 100,Formalisés = 100 ; prévus = 75 ; Identifiés = 50 ; Non = 0,100,High,OnUpdate,Le dossier technique identifie les caches et la stratégie de cache utilisée pour chaque type de flux. Les outils de gestions des caches (purge / désactivation) sont utilisés pour valider les performances effectives (ex: CHROME : console /network enable - disable cache),,,Y,#PROCESS,**,Outils supervision
BACKEND,BCK-2.04,B,C,B,"Utiliser les composants techniques qui améliorent les aspects NR, sécurité et performance",Est-ce que le framework ou la technologie utilisée ne bloque pas les caches navigateur ?,L'utilisation de certains framework notamment dans les cas d'application single page rendent difficiles la gestion du cache sur le périphérique utilisateur. Les technologies employées et les principes de développement doivent limiter ces effets parasites qui vont surcharger les besoins d'échanges alors qu'il n'y a pas lieu.,Acquisition,Le cache navigateur est-il sollicité ?,,,,,RECO,**,,,#PERF ; #VOL ;  #USE ;,Dev ; ProjectMngr ; ITMngr ;,,,,High,OnUpdate,Dossier technique,,,,,,
BACKEND,BCK-2.C07,B,B,B,"Utiliser les composants techniques qui améliorent les aspects NR, sécurité et performance",Existe-t-il un framework/library plus léger répondant au besoin fonctionnel ?,"A périmètre fonctionnel égal, plusieurs solutions techniques sont envisageables. Plus le framework est réduit, plus son impact environnemental sera réduit car les flux seront minimisés et les consommations de ressources de traitements réduites. Les performances techniques vont aussi dans la même direction.",Acquisition,L'étude des frameworks envisagés est-elle disponible et revue ?,,,,,CONSEIL,N/A,,,,,,,,,,,,,,,,
BACKEND,BCK-2.C08,B,B,A,"Utiliser les composants techniques qui améliorent les aspects NR, sécurité et performance","Est-ce qu'une solution Open Source est disponible pour le besoin fonctionnel ?
","Une solution Open Source n'est pas un gage d'efficacité NR et les différentes alternatives doivent être challengées. Mais l'Open Source permet de limiter les ambitions et mainmises de certains acteurs dont les pratiques économiques, sociales sont opaques. ",Acquisition,La performance NR de la solution open source est-elle un critère de choix ?,,,,,CONSEIL,N/A,,,,,,,,,,,,,,,,
BACKEND,BCK-2.C09,B,B,B,"Utiliser les composants techniques qui améliorent les aspects NR, sécurité et performance",Est-ce que les versions des composants utilisés sont suivies et appliquées ?,"Capitaliser sur les meilleures pratiques déployées est un gage d'efficacité environnementale et opérationnelle. Les avancées techniques étant rapides il est important de propager rapidement tous les bénéfices environnementaux qui pourraient être intégrés dans un composant, dans le cadre du suivi de l'état de l'art et des performances environnementales.",Maintenance,Quelle est la fréquence de mise à jour des composants ?,,,,,CONSEIL,N/A,,,,,,,,,,,,,,,,
BACKEND,BCK-2.05,B,B,B,"Utiliser les composants techniques qui améliorent les aspects NR, sécurité et performance",Est-ce que la sécurisation implémentée est justifiée au regard des opérations réalisées ?,"L'implémentation de sécurisation génère une empreinte environnementale supplémentaire qui doit être en rapport avec l'aspect critique de l'opération concernée, plutôt que dans un mode de généralisation du niveau de sécurisation de tout le service. Cette segmentation de niveau de sécurisation doit avoir un bénéfice global, et ne pas engendrer de surcoût d'impact.",Déploiement,Chaque opération est-elle associée à une exigence de sécurisation ?,,,,,RECO,**,,,#PERF ; #VOL ; #SEC ; #USE ; #FIN ; #LEG,Dev ; ProjectMngr ; ITMngr ;,(X / Y ) * 100,Formalisés = 100 ; prévus = 75 ; Identifiés = 50 ; Non = 0,100,High,OnUpdate,Analyse de risques,,,,,,
BACKEND,BCK-2.C10,B,C,B,"Utiliser les composants techniques qui améliorent les aspects NR, sécurité et performance",Le niveau des logs est-il adapté à l'environnement ?,"La mise en oeuvre de services est associée à la production d'informations permettant son contrôle, tels que les événements d'anomalies, les traces d'exécution de debug. Ces logs générées automatiquement sont utiles si elles sont réellement exploitées pour fiabiliser le service, mais génèrent un gaspillage de ressources lorsqu'elles sont collectées pour être ignorées.",Administration,Les niveaux de log de trace et debug sont-ils désactivés en production ?,,,,,CONSEIL,N/A,,,,,,,,,,,,,Y,#SCRIPT,*,Outils contrôle des logs
BACKEND,BCK-2.06,B,C,B,"Utiliser les composants techniques qui améliorent les aspects NR, sécurité et performance","Est-ce que les fichiers temporaires sont inclus dans les ""logrotate"" ?","Dans les processus d'exécution des fichiers temporaires sont produits. Ces fichiers inutiles, après leur utilisation très ponctuelle, doivent être supprimés des espaces de stockage. Les mécanismes de nettoyages de ces fichiers temporaires sont disponibles sur tous les systèmes d'exploitation et doivent être mis en oeuvre.",Déploiement,Les suppressions automatiques des fichiers temporaires sont-elles gérées ?,,,,,RECO,*,,,#VOL ; #METH ; #FIN,Dev ; ProjectMngr ; ITMngr ;,(X / Y ) * 100,Fichiers temporaires surveillés,fichiers temporaires,Low,Periodic,File system,,,Y,#SCRIPT,*,Outils fichiers temporaires
BACKEND,BCK-2.07,B,B,B,"Utiliser les composants techniques qui améliorent les aspects NR, sécurité et performance",Les fonctionnalités sont-elles documentées pour permettre leur réutilisation ?,"D'une part dans une organisation les projets présentent beaucoup de similitudes, d'autre part les aspects NR adressés dans les projets sont souvent du même ordre. Afin de capitaliser sur ces éléments et bénéficier des efforts produits, il est nécessaire de s'appuyer sur un socle de connaissances stables. Toutefois la maturité d'une organisation d'un point de vue NR est amenée à progresser, il faut donc que les étapes documentées puissent aussi suivre ces évolutions et participer activement à cet accroissement de maturité. ",Revalorisation,Quelles informations de conception sont consignées pour être réutilisées dans les autres projets ?,,,,,RECO,*,,INCONTOURNABLE,#MAINT ; #COM ; #VALUE ; #DEBT ; #METH ; #FIN ;,Dev ; ProjectMngr ; ITMngr ;,(X / Y ) * 100,Formalisés = 100 ; prévus = 75 ; Identifiés = 50 ; Non = 0,100,Low,OnUpdate,La documentation technique intègre des éléments NR,,,,,,
